agr;site_type;numero_de_site;hopital;site;adresse;post;commune;telefon;website;langue;region;province;region_hospitalier;type_hopital;statut;a;a1;a2;c;cd;d;e;g;ib_ptca_adultes;k;k1;k2;l;m;nic;s1;s2;s3;s4;s5;s6;t;t1;t2;tfb;tfp;tg;total_lits;capacite-fusion;remarques;officine_hospitaliere;imagerie_medicale_avec_scanner;tomographe_a_resonance_magnetique_rmn;scanner-pet;radiotherapie;centre_de_dialyse;programme_de_soins_pathologie_cardiaque_a;programme_de_soins_pathologie_cardiaque_b3;programme_de_soins_pathologie_cardiaque_b1-b2;programme_de_soins_pathologie_cardiaque_c;programme_de_soins_pathologie_cardiaque_e;programme_de_soins_pathologie_cardiaque_p;programme_de_soins_pathologie_cardiaque_t;collaboration_ou_association_concernant_programme_de_soins_pathologie_cardiaque;programme_de_soins_de_base_soins_de_l_avc;programme_de_soins_specialise_soins_de_l_avc_impliquant_des_procedures_invasives;programme_de_soins_medecine_de_la_reproduction_type_a;programme_de_soins_medecine_de_la_reproduction_type_b;association_concernant_du_programme_de_soins_medecine_de_la_reproduction;programme_de_soins_d_oncologie;programme_de_soins_de_base_en_oncologie;programme_coordinateur_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein_clinique_du_sein_satellite;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_pour_enfants;programme_de_soins_pour_le_patient_geriatrique_service_de_gériatrique;programme_de_soins_pour_le_patient_geriatrique_consultation_gériatrique;programme_de_soins_pour_le_patient_geriatrique_l_hôpital_de_jour_pour_le_patient_gériatrique;programme_de_soins_pour_le_patient_geriatrique_liaison_interne;programme_de_soins_pour_le_patient_geriatrique_liaison_externe;soins_intensifs;soins_neonatals_locaux_nx;soins_perinatals_regionaux;liaison_pediatrique;urgences;smur;banque_de_sang_hospitaliere;soins_palliatifs;hospitalisation_chirurgical_de_jour;hospitalisation_non_chirurgical_de_jour;coordination_locale_des_donateurs;fonction_de_mediateur;centre_de_transplantation;centre_pour_la_reproduction_humaine;centre_de_traitement_de_grands_brules;centre_d_expertise_pour_les_patients_comateux;centre_de_la_mucoviscidose;service_anatomopathologie
715;SP;3650;ST. TRUDO ZIEKENHUIS;;DIESTERSTEENWEG 100;3800;SINT-TRUIDEN;011/69.91.11;www.sint-trudo.be;N;V;Limburg;Sint-Truiden - Tongeren;Algemeen ziekenhuis;Privaat;;;;93;;95;15;72;;;;;;15;;;20;;;;;;;;;;;310;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;;Dialysecentrum;X;;;;;X;;;;;;;;Zorgprogramma oncologie;;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
716;SP;3670;ALGEMEEN ZIEKENHUIS VESALIUS;ST. JACOBUS;HAZELEREIK 51;3700;TONGEREN;012/39.61.11;www.azvesalius.be;N;V;Limburg;Sint-Truiden - Tongeren;Algemeen ziekenhuis;Openbaar;;;;76;;83;15;77;;;;;;15;;;30;;6;24;;;;;;;;326;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);Associatie m.b.t. de gezamelijke exploitatie van een Pet-scanner, het toestel staat opgesteld in het Jessaziekenhuis (campus Virga Jesse) te Hasselt;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
716;SS;3680;ALGEMEEN ZIEKENHUIS VESALIUS;ST. MARTINUS;HOSPITAALSTRAAT 15;3740;BILZEN;089/41.01.11;;N;V;Limburg;Sint-Truiden - Tongeren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Medische bbeldvorming met scanner;;;;;;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;;;;;;;;;;;;;;Chirurgische daghospitalisatie;;;;;;;;;
717;SP;3630;ZIEKENHUIS MAAS EN KEMPEN ;MAASEIK;MGR. KONINGSSTRAAT 10;3680;MAASEIK;089/50.92.00;www.zmk.be;N;V;Limburg;Lommel - Maaseik;Algemeen ziekenhuis;Privaat;;;;35;;57;;24;;;;;;;;;;;;;;;;;;;;116;213;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
717;SS;3640;ZIEKENHUIS MAAS EN KEMPEN;BREE;RODE KRUISLAAN 40;3960;BREE;089/50.98.00;;N;V;Limburg;Lommel - Maaseik;;;;;;15;;;15;24;;;;;;23;;;20;;;;;;;;;;;97;;Associatie mbt. de gezamelijke exploitatie van 20 bedden S2 (locomotorische aandoeningen) met Mariaziekenhuis Noord-Limburg te Overpelt;;;;;;;;;;;;;;;;;;;;;;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;;;Lokale neonatale zorgen;;;Eerste opvang van Spoedgevallen;;Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
718;SP;3130;CENTRE HOSPITALIER UNIVERSITAIRE DE CHARLEROI;HOPITAL CIVIL MARIE CURIE;CHAUSSE DE BRUXELLES 140;6042;LODELINSART;071/92.13.11;www.chu-charleroi.be;F;W;Hainaut;Charleroi;Hôpital général à caractère universitaire;Public;30;;;109;135;161;27;24;;;;;;38;15;;;;;;;;;;;;;539;830;;Officine Hospitaliere (association avec CHU A. Vésale - Montigny-Le-Tilleul);Imagerie médicale avec scanner ;X (1);;;Centre de dialyse;X;X;;;X;X;;;;;X;;;Programme de soins d'oncologie;;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec Grand Hôpital de Charleroi (site Notre-Dame) - Charleroi;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation chirurgicale de jour (site Châtelet et site Espace Santé);;Coordination locale des donneurs;;;;;;;
718;SS;3140;CENTRE HOSPITALIER UNIVERSITAIRE DE CHARLEROI;VINCENT VAN GOGH -MARCHIENNE;RUE DE L'HOPITAL 55;6030;MARCHIENNE-AU-PONT;071/92.14.11;;F;W;Hainaut;Charleroi;;;161;30;;;;;;;;15;5;;;;;;;;;;80;;;;;;;291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
719;SP;3615;MARIAZIEKENHUIS NOORD-LIMBURG;;MAESENSVELD 1;3900;OVERPELT;011/82.60.00;www.mznl.be;N;V;Limburg;Lommel - Maaseik;Algemeen ziekenhuis;Privaat;45;8;;100;;90;15;48;;;;;;21;;;;;6;;;;;;;;;333;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);Associatie m.b.t. de gezamelijke exploitatie van een Pet-scanner, het toestel staat opgesteld in het Jessaziekenhuis (campus Virga Jesse) te Hasselt;;;X;;;;;X;;;;;;;;Zorgprogramma oncologie;;;"Gespecialiseerd oncologisch zorgprogramma voor borstkanker ""Sattelietborstkliniek""";;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
721;SP;2490;"MAISON MARIE IMMACULEE ""LE GOELAND""";;GRAND CHEMIN 61;7063;NEUFVILLES;067/28.31.11;www.asbl-mmi.be;F;W;Hainaut;Ath - Soignies;Hôpital spécialisé;Privé;;;;;;;;;;;;;;;;;;;6;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722;SP;2500;FOYER ST. JOSEPH;;RUE DE LA CLINIQUE 24;4850;MORESNET;087/78.90.00;;F;W;Liège;Verviers;Hôpital spécialisé;Public;;;;;;;;;;;;;;;;;;;6;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
723;SP;1470;CENTRE HOSPITALIER INTERREGIONAL EDITH CAVELL;CLINIQUE STE. ANNE - ST. REMI;BD. J. GRAINDOR 66;1070;BRUXELLES--7;02/434.31.11;www.chirec.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Algemeen ziekenhuis - Hôpital général;Privaat - Privé;52;12;;30;70;30;15;48;;;;;;26;;;44;;;;;;;;;;;327;593;;Ziekenhuisapotheek - Officine Hospitaliere;Medische Beeldvorming met scanner - Imagerie médicale avec scanner;X (1);;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg - Programme de soins de base en oncologie;;;;Zorgprogramma voor kinderen - Programme de soins pour enfants;;;;;;Intensieve Zorgen - Soins Intensifs;Lokale neonatale zorgen - Soins néonatals locaux;;;Gespecialiseerde Spoedgevallenzorg - Soins Urgents Spécialisés;;Ziekenhuisbloedbank - Banque de sang hospitalière;Palliatieve zorgen - Soins Palliatifs;Chirurgische Daghospitalisatie - Hospitalisation Chirurgicale de Jour;;Coordination locale des donneurs;Ombudsfunctie - Fonction de médiateur;;;;;;
723;SS;1770;CENTRE HOSPITALIER INTERREGIONAL EDITH CAVELL;BASILIQUE;RUE PANGAERT 37-47;1083;BRUXELLES--8;02/434.21.11;;B;B;Brussel-Bruxelles;Bruxelles - Brussel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chirurgische Daghospitalisatie - Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;;;;;;;;
723;SS;1760;CENTRE HOSPITALIER INTERREGIONAL EDITH CAVELL;BRAINE - L'ALLEUD;RUE WAYEZ 35;1420;BRAINE-L'ALLEUD;02/434.91.11;;F;W;Brabant Wallon;Brabant Wallon;;;;;;60;85;30;15;24;;;;;;30;;;22;;;;;;;;;;;266;;;;Imagerie médicale avec scanner;X (1);;;;X;;;;;X;;;;;;X;;;Programme de soins de base en oncologie;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;;Hospitalisation Chirurgicale de Jour;;;;;;;;;
724;SP;1910;CENTRE HOSPITALIER EPICURA;ATH;RUE MARIA THOMEE 1;7800;ATH;068/26.21.11;www.epicura.be;F;W;Hainaut;Ath - Soignies;Hôpital général à caractère universitaire;;;;;36;33;84;18;24;;;;;;20;;;;;;;;;;;;;;215;236;;Officine Hospitaliere;Imagerie médicale avec scanner;X (1);;;;X;;;;X;X;;;;;;;;Programme de soins d'oncologie;;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation chirurgicale de jour;;Coordination locale des donneurs;;;;;;;
724;SS;3070;CENTRE HOSPITALIER EPICURA;BELOEIL;RUE D'ATH 19;7970;BELOEIL;069/68.27.11;;F;W;Hainaut;Ath - Soignies;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hospitalisation chirurgicale de jour;;;;;;;;;
900;SP;3890;PSYCHIATRISCH CENTRUM DR. GUISLAIN;DR. GUISLAIN;FRANCISCO FERRERLAAN 88 A;9000;GENT;09/216.33.11;www.guislain.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;30;11;;;;;;;;;;;;;;;;;;;27;56;27;1;;;20;172;311;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;SS;2230;PSYCHIATRISCH CENTRUM DR. GUISLAIN;SINT-ALFONS;ST.-JULIAANSTRAAT 1;9000;GENT;09/243.55.55;;N;V;Oost-Vlaanderen;Gent - Eeklo;;;40;4;5;;;;;;;;;;;;;;;;;;;61;9;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;SS;3891;PSYCHIATRISCH CENTRUM DR. GUISLAIN;DE DEYNE;EBERGISTE DE DEYNESTRAAT 2;9000;GENT;09/385.77.62;;N;V;Oost-Vlaanderen;Gent - Eeklo;;;;;;;;;;;;15;3;2;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
901;SP;2190;KLINIEK ST. JOZEF;;BOTERSTRAAT 6;8740;PITTEM;051/46.70.41;www.sintjozefpittem.be;N;V;West-Vlaanderen;Roeselare;Psychiatrisch ziekenhuis;Privaat;90;5;5;;;;;;;20;1;6;;;;;;;;;;60;5;5;;;;197;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
902;SP;2560;PSYCHIATRISCH CENTRUM ST.-AMEDEUS;;DEURNESTRAAT 252;2640;MORTSEL;03/440.68.50;www.amedeus.be;N;V;Antwerpen;Antwerpen;Psychiatrisch ziekenhuis;Privaat;90;10;5;;;;;;;;;;;;;;;;;;21;157;27;10;;;32;352;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
904;SP;3990;CENTRE PSYCHIATRIQUE ST.-BERNARD;;RUE JULES EMPAIN 43;7170;MANAGE;064/54.14.09;www.cp-st-bernard.be;F;W;Hainaut;La Louvière;Hôpital psychiatrique;Privé;90;5;1;;;;;;;;;;;;;;;;;;21;163;10;1;;;;291;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
905;SP;4020;HOPITAL PSYCHIATRIQUE ST.-CHARLES;;RUE DU CHAUCHOIR 45;7620;WEZ-VELVAIN;069/89.12.80;www.acis-group.org;F;W;Hainaut;Tournai - Mouscron;Hôpital psychiatrique;Privé;;;;;;;;;;;;;;;;;;;;;;60;;;;;;60;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
908;SP;4060;"CENTRE HOSPITALIER SPECIALISE  "" L'ACCUEIL""";;RUE DU DOYARD 15;4990;LIERNEUX;080/29.21.11;www.chsa.be;F;W;Liège;Verviers;Hôpital psychiatrique;Public;119;11;;;;;;;;;;;;;;;;;;;30;120;6;6;18;120;;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909;SP;4090;OPENBAAR PSYCHIATRISCH ZORGCENTRUM REKEM;;DAALBROEKSTRAAT 106;3621;REKEM;089/84.70.00;www.opzcrekem.be;N;V;Limburg;Hasselt - Genk;Psychiatrisch ziekenhuis;Openbaar;60;13;1;;;;;;;;;;;;;;;;;;;109;25;;;;80;288;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
911;SP;3950;P.C. ST.-FRANCISCUS - DE PELGRIM;;PENITENTENLAAN  7;9620;ZOTTEGEM;09/364.46.46;www.pzsfz.be;N;V;Oost-Vlaanderen;Oudenaarde;Psychiatrisch ziekenhuis;Privaat;;;;;;;;;;;;;;;;;;;;;;;43;;;;;43;163;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
911;SS;3951;P.C. ST.-FRANCISCUS - DE PELGRIM;;PENITENTENLAAN  22;9620;ZOTTEGEM;09/364.46.46;;N;V;Oost-Vlaanderen;Oudenaarde;;Privaat;30;;;;;;;;;;;;;;;;;;;;25;60;;5;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
912;SP;4170;CENTRE NEUROLOGIQUE WILLIAM LENNOX;;ALLEE DE CLERLANDE 6;1340;OTTIGNIES;010/43.02.11;www.cnwl.be;F;W;Brabant Wallon;Brabant Wallon;Hôpital psychiatrique;Privé;60;;;;;;;;;56;7;;;;;;;;;;;45;;;;;;168;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centre d'expertsie pour les patients comateux (6 lits);;
914;SP;4180;P.C. ST. FRANCISCUS - DE PELGRIM;DE PELGRIM;SPIEGEL 15;9860;OOSTERZELE;09/362.69.11;www.kliniekdepelgrim.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;60;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;Associatie m.b.t. de gezamelijke exploitatie van de functie ziekenhuisapotheek met Psychiatrisch Centrum St. Jan te Eeklo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
915;SP;3740;"""LA PETITE MAISON"" A.C.I.S.";;RUE DES ACACIAS 10;1450;CHASTRE;010/65.39.50;;F;W;Brabant Wallon;Brabant Wallon;Hôpital psychiatrique;Privé;;;;;;;;;;60;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
916;SP;3750;"""LE BIVOUAC""";;SQUARE DES HEROS 5;1180;BRUXELLES;02/373.95.90;;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;;;;;;;;;;;;;;;;;;;;;;;20;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
918;SP;3930;PSYCHIATRISCH CENTRUM ST.HIERONYMUS;;DALSTRAAT 84;9100;SINT-NIKLAAS;03/776.00.41;www.hieronymus.be;N;V;Oost-Vlaanderen;Sint-Niklaas;Psychiatrisch ziekenhuis;Privaat;30;25;5;;;;;;;;;;;;;;;;;;;100;25;5;;;30;220;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
922;SP;3970;CLINIQUE NEUROPSYCHIATRIQUE BONSECOURS;;AVENUE DE LA BASILIQUE 16-18;7603;BONSECOURS;069/77.20.04;www.cliniquedebonsecours.be;F;W;Hainaut;Tournai - Mouscron;Hôpital psychiatrique;Privé;30;;;;;;;;;;;;;;;;;;;;;60;;;;;;90;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923;SP;2590;ASSOCIATION LE DOMAINE;;RUE JEAN LANNEAU 39;1420;BRAINE-L'ALLEUD;02/384.25.93;www.ulb.ac.be/assoc/chorus/domaine;F;W;Brabant Wallon;Brabant Wallon;Hôpital psychiatrique;Public;30;;;;;;;;;15;;;;;;;;;;;;98;;;;;;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
925;SP;4040;C.H.S. CLINIQUE NOTRE DAME DES ANGES ;CENTRE NEUROPSYCHIATRIQUE;RUE E. VANDERVELDE 67;4000;GLAIN;04/224.72.11;www.cnda.be;F;W;Liège;Liège;Hôpital psychiatrique;Privé;77;30;2;;;;;;;;;;;;;;;;;;;105;;;;;;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
926;SP;2640;CLINIQUE SANS SOUCI;;AVENUE DE L'EXPOSITION 218;1090;BRUXELLES--9;02/478.04.33;www.sans-souci.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;45;;;;;;;;;;;;;;;;;;;;;80;10;10;;;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
927;SP;3770;PARHELIE ASBL;;AVENUE JACQUES PASTUR 45;1180;BRUXELLES-18;02/373.82.10;;F;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;;;;;;;;;;10;24;;;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930;SP;3920;PSYCHIATRISCH ZIEKENHUIS SINT-CAMILLUS;;BEUKENLAAN 20;9051;SINT-DENIJS-WESTREM;09/222.58.94;www.sint-camillus.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;116;6;;;;;;;;;;;;;;;;;;;;42;16;2;;;;182;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
934;SP;3780;PSYCHO-SOCIAAL CENTRUM;MECHELSESTRAAT ;MECHELSESTRAAT 84;3000;LEUVEN;016/23.89.60;www.psc-leuven.be;N;V;Vlaams-Brabant;Leuven;Psychiatrisch ziekenhuis;Privaat;;30;22;;;;;;;;;;;;;;;;;;;;;;;;;52;110;;Ziekenhuisapotheek (geneesmiddelendepot);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
934;SS;4160;PSYCHO-SOCIAAL CENTRUM;OUDE BAAN;OUDE BAAN 293;3000;LEUVEN;016/23.89.60;;N;V;Vlaams-Brabant;Leuven;Psychiatrisch ziekenhuis;Privaat;;;8;;;;;;;;;;;;;;;;;;;;20;30;;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
935;SP;2130;EPSYLON Asbl;LA RAMEE;AVENUE DE BOETENDAEL 34;1180;BRUXELLES-18;02/344.18.94;www.epsylon.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;85;;;;;;;;;15;;;;;;;;;;;;;;;;;;100;;;"Association ""Pharmapsygroupe Fond'Roy - La Ramée";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
936;SP;2510;PSYCHIATRISCH CENTRUM BROEDERS ALEXIANEN;;PROVINCIESTEENWEG 408;2530;BOECHOUT;03/455.75.31;www.alexianenboechout.be;N;V;Antwerpen;Lier;Psychiatrisch ziekenhuis;Privaat;63;20;5;;;;;;;;;;;;;;;;;;;124;22;5;;;;239;;Van de 124 T- & 5 T2- bedden zijn er 6 T- & 2 T2- bedden uit exploitatie genomen in functie van het project 107;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
937;SP;2570;PSYCHIATRISCH ZIEKENHUIS BETHANIENHUIS;;ANDREAS VESALIUSLAAN 39;2980;ZOERSEL;03/380.30.11;www.pzbethanienhuis.be;N;V;Antwerpen;Voorkempen;Psychiatrisch ziekenhuis;Privaat;166;30;;;;;;;16;;;;;;;;;;;;21;215;60;19;;;50;577;621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
937;SS;2571;PSYCHIATRISCH ZIEKENHUIS BETHANIENHUIS;ELIM;JAGERSDREEF 100;2950;KAPELLEN;03/664.34.23;www.elim.be;N;V;Antwerpen;Antwerpen;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
938;SP;3790;"CPI ""LES GOELANDS""";;RUE HAUTE 46;5190;SPY;071/78.79.04;;F;W;Namur;Namur - Dinant;Hôpital psychiatrique;Privé;;;;;;;;;;25;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
939;SP;2540;OPENBAAR PSYCHIATRISCH ZORGCENTRUM GEEL;;DR. SANODREEF 4;2440;GEEL;014/57.91.11;www.opzgeel.be;N;V;Antwerpen;Geel;Psychiatrisch ziekenhuis;Openbaar;75;30;;;;;;;;16;4;;;;;;;;;;21;30;10;5;90;538;30;849;;Van de 90 Tf- bedden en 538 Tf- plaatsen worden er 15 Tf- bedden en 100 Tf- plaatsen uit exploitatie genomen in functie van het project 107;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
941;SP;4010;CENTRE PSYCHOTHERAPEUTIQUE DE JOUR ALBERT FRERES;;RUE DE NALINNES 650;6001;MARCINELLE;071/43.16.89;www.ghdc.be;F;W;Hainaut;Charleroi;Hôpital général;Privé;;;;;;;;;;;30;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
942;SP;2600;PSYCHIATRISCH  ZIEKENHUIS ST. ANNENDAEL;;VESTENSTRAAT 1;3290;DIEST;013/38.05.11;www.sad.be;N;V;Vlaams-Brabant;Diest - Tienen;Psychiatrisch ziekenhuis;Privaat;40;5;;;;;;;;;;;;;;;;;;;;40;43;20;;;30;178;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
943;SP;2610;Z.ORG KU LEUVEN - U.P.C.;KORTENBERG;LEUVENSESTEENWEG 517;3070;KORTENBERG;02/758.05.11;www.upckuleuven.be;N;V;Vlaams-Brabant;Leuven;Psychiatrisch ziekenhuis;Privaat;163;15;10;;;;;;;20;;10;;;;;;;;;52;151;33;27;;;;481;596;Associatie m.b.t. de gezamelijke exploitatie van de psychiatrische ziekenhuisdiensten met UZ van de K.U.Leuven;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
943;SS;4230;Z.ORG KU LEUVEN - U.P.C.;GASTHUISBERG;HERESTRAAT 49;3000;LEUVEN;016/33.22.11;;N;V;Vlaams-Brabant;Leuven;;Privaat;90;25;;;;;;;;;;;;;;;;;;;;;;;;;;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
944;SP;2620;PSYCHIATRISCHE KLINIEK ST.-ALEXIUS;;GRIMBERGSESTEENWEG 40;1850;GRIMBERGEN;02/270.93.30;www.alexiusgrimbergen.be;N;V;Vlaams-Brabant;Vilvoorde - Dilbeek;Psychiatrisch ziekenhuis;Privaat;42;1;1;;;;;;;;;;;;;;;;;;20;76;24;5;;;;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946;SP;2670;CENTRE HOPITALIER JEAN TITECA;;RUE DE LA LUZERNE 11;1030;BRUXELLES--3;02/735.01.60;;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;65;;;;;;;;16;8;3;1;;;;;;;;;;162;;;;;;255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
