erk;campus_type;vestigingsnr;ziekenhuis;campus;adres;post;gemeente;telefoon;website;taal;gewest;provincie;ziekenhuisregio;soort_ziekenhuis;statuut;a;a1;a2;c;cd;d;e;g;ib_sga_volw;k;k1;k2;l;m;nic;s1;s2;s3;s4;s5;s6;t;t1;t2;tfb;tfp;tg;totaal_bedden;fusie-capaciteit;opmerkingen;ziekenhuisapotheek;medische_beeldvorming_met_scanner;magnetische_resonantie_tomograaf_nmr;pet_scanner;radiotherapie;dialysecentrum;zorgprogramma_cardiale_pathologie;zorgprogramma_reproductieve_geneeskunde_type_a-b;zorgprogramma_oncologie;zorgprogramma_oncologische_basiszorg;gespecialiseerd_oncologisch_zorgpr_voor_borstkanker;zorgprogramma_voor_kinderen;zorgprogramma_voor_de_geriatrische_patient_dienst_voor_geriatrie;zorgprogramma_voor_de_geriatrische_patient_geriatrisch_consult;zorgprogramma_voor_de_geriatrische_patient_dagziekenhuis_voor_de_geriatrische_patiënt;zorgprogramma_voor_de_geriatrische_patient_interne_liaison;zorgprogramma_voor_de_geriatrische_patient_externe_liaison;intensieve_zorg;lokale_neonatale_zorgen_nx;regionale_perinatale_zorg_px;pediatrische_liaison;spoedgevallen;mug;ziekenhuisbloedbank;palliatieve_zorg;chirurgische_daghospitalisatie;niet_chirurgische_daghospitalisatie;lokale_donorcoordinatie;ombudsfunctie;transplantatiecentrum;centrum_voor_menselijke_erfelijkheid;centrum_voor_zware_brandwonden;expertisecentrum_voor_comapatienten;mucoviscidosecentrum;dienst_anatomopathologie
713;SP;1610;ALGEMEEN ZIEKENHUIS JAN PALFIJN;WATERSPORTBAAN;H. DUNANTLAAN 5;9000;GENT;09/224.71.11;www.janpalfijn.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Algemeen ziekenhuis;Openbaar;30;;;104;;94;21;96;;;;;;38;;;;27;;;23;;;;;;;433;526;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR);;;;Zorgprogramma cardiale pathologie A en P;Zorgprogramma reproductieve geneeskunde B ;Zorgprogramma oncologie;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met Algemeen Ziekenhuis St. Lucas (campus St. Lucas) - Gent;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
713;SS;1620;ALGEMEEN ZIEKENHUIS JAN PALFIJN;KONINGIN FABIOLALAAN;KONINGIN FABIOLALAAN 57;9000;GENT;09/240.98.11;;N;V;Oost-Vlaanderen;Gent - Eeklo;Algemeen ziekenhuis;;;;;20;;12;;26;;;;;;;;29;;;6;;;;;;;;;93;;;;;;;;;Zorgprogramma cardiale pathologie A;;;Zorgprogramma oncologische basiszorg;;;;geriatrisch consult;;;;;;;;Eerste opvang van Spoedgevallen;;;;Chirurgische Daghospitalisatie;;;;;;;;;
714;SP;3600;ST. FRANCISKUSZIEKENHUIS;;PASTOOR PAQUAYLAAN 129;3550;HEUSDEN;011/71.50.00;www.sfz.be;N;V;Limburg;Hasselt - Genk;Algemeen ziekenhuis;Privaat;35;8;2;58;;58;15;48;;;;;;20;;;;;;;;;;;;;;244;;Associatie met Jessaziekenhuis, Hasselt (243) mbt de gezamelijke exploitatie van de psychiatrische ziekenhuisdiensten 65 A- bedden, 18 a1- plaatsen en 2 a2- bedden;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;Zorgprogramma cardiale pathologie A en P;;;Zorgprogramma oncologische basiszorg;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;Associatie mbt de gezamelijke exploitatie van de dienst anatomopathologie met het Jessaziekenhuis, campus Virga Jesse te Hasselt
715;SP;3650;ST. TRUDO ZIEKENHUIS;;DIESTERSTEENWEG 100;3800;SINT-TRUIDEN;011/69.91.11;www.sint-trudo.be;N;V;Limburg;Sint-Truiden - Tongeren;Algemeen ziekenhuis;Privaat;;;;93;;95;15;72;;;;;;15;;;20;;;;;;;;;;;310;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR);;;Dialysecentrum;Zorgprogramma cardiale pathologie A en P;;Zorgprogramma oncologie;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
716;SP;3670;ALGEMEEN ZIEKENHUIS VESALIUS;ST. JACOBUS;HAZELEREIK 51;3700;TONGEREN;012/39.61.11;www.azvesalius.be;N;V;Limburg;Sint-Truiden - Tongeren;Algemeen ziekenhuis;Openbaar;;;;76;;103;15;77;;;;;;15;;;30;;6;24;;;;;;;;346;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR);Associatie m.b.t. de gezamelijke exploitatie van een Pet-scanner, het toestel staat opgesteld in het Jessaziekenhuis (campus Virga Jesse) te Hasselt;;;Zorgprogramma cardiale pathologie A en P;;;Zorgprogramma oncologische basiszorg;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
716;SS;3680;ALGEMEEN ZIEKENHUIS VESALIUS;ST. MARTINUS;HOSPITAALSTRAAT 15;3740;BILZEN;089/41.01.11;;N;V;Limburg;Sint-Truiden - Tongeren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Medische bbeldvorming met scanner;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;;;;;;;;;;;;Chirurgische daghospitalisatie;;;;;;;;;
717;SP;3630;ZIEKENHUIS MAAS EN KEMPEN ;MAASEIK;MGR. KONINGSSTRAAT 10;3680;MAASEIK;089/50.92.00;www.zmk.be;N;V;Limburg;Lommel - Maaseik;Algemeen ziekenhuis;Privaat;;;;35;;57;;24;;;;;;;;;;;;;;;;;;;;116;213;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;Zorgprogramma cardiale pathologie A en P;;;Zorgprogramma oncologische basiszorg;;;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
717;SS;3640;ZIEKENHUIS MAAS EN KEMPEN;BREE;RODE KRUISLAAN 40;3960;BREE;089/50.98.00;;N;V;Limburg;Lommel - Maaseik;Algemeen ziekenhuis;;;;;15;;;15;24;;;;;;23;;;20;;;;;;;;;;;97;;Associatie mbt. de gezamelijke exploitatie van 20 bedden S2 (locomotorische aandoeningen) met Mariaziekenhuis Noord-Limburg - Overpelt;;;;;;;;;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;;;Lokale neonatale zorgen;;;Eerste opvang van Spoedgevallen;;Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
718;SP;3120;C.H.U. DE CHARLEROI;CHARLEROI;BOULEVARD PAUL JANSON 92;6000;CHARLEROI;071/92.13.11;www.chu-charleroi.be;F;W;Hainaut;Charleroi;Hôpital général;Public;;;;102;125;204;27;24;;;;;;38;15;;;;;;;;;;;;;535;805;;Officine Hospitaliere (association avec CHU A. Vésale - Montigny-Le-Tilleul);Imagerie médicale avec scanner ;Imagerie médicale tomographe à resonance magnetique (RMN);;;Centre de dialyse;Programme de soins pathologie cardiaque A, B, E en P;Programme de soins médecine de la reproduction A;Programme de soins d'oncologie;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec Grand Hôpital de Charleroi (site Notre-Dame) - Charleroi;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation chirurgicale de jour (site Châtelet et site Espace Santé);;;;;;;;;
718;SS;3140;C.H.U. DE CHARLEROI;VINCENT VAN GOGH -MARCHIENNE;RUE DE L'HOPITAL 55;6030;MARCHIENNE-AU-PONT;071/92.14.11;;F;W;Hainaut;Charleroi;Hôpital général;;160;30;;;;;;;;15;5;;;;;;;;;;60;;;;;;;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
719;SP;3615;MARIAZIEKENHUIS NOORD-LIMBURG;;MAESENSVELD 1;3900;OVERPELT;011/82.60.00;www.mznl.be;N;V;Limburg;Lommel - Maaseik;Algemeen ziekenhuis;Privaat;30;8;;100;;90;15;48;;;;;;21;;;;;6;;;;;;;;;318;;;Associatie m.b.t. de gezamelijke exploitatie van de functie ziekenhuisapotheek met Revalidatie & MS Centrum te Overpelt;Medische Beeldvorming met scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR);Associatie m.b.t. de gezamelijke exploitatie van een Pet-scanner, het toestel staat opgesteld in het Jessaziekenhuis (campus Virga Jesse) te Hasselt;;;Zorgprogramma cardiale pathologie A en P;;Zorgprogramma oncologie;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
721;SP;2490;"MAISON MARIE IMMACULEE ""LE GOELAND""";;GRAND CHEMIN 61;7063;NEUFVILLES;067/28.31.11;www.asbl-mmi.be;F;W;Hainaut;Ath - Soignies;Hôpital spécialisé;Privé;;;;;;;;;;;;;;;;;;;6;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722;SP;2500;FOYER ST. JOSEPH;;RUE DE LA CLINIQUE 24;4850;MORESNET;087/78.90.00;;F;W;Liège;Verviers;Hôpital spécialisé;Public;;;;;;;;;;;;;;;;;;;6;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
723;SP;1470;CENTRE HOSPITALIER INTERREGIONAL EDITH CAVELL;CLINIQUE STE. ANNE - ST. REMI;BD. J. GRAINDOR 66;1070;BRUXELLES--7;02/434.30.11;www.chirec.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Algemeen ziekenhuis - Hôpital général;Privaat - Privé;30;7;;60;40;30;15;24;;;;;;26;;;24;;;;;;;;;;;256;598;;Ziekenhuisapotheek - Officine Hospitaliere;Medische Beeldvorming met scanner - Imagerie médicale avec scanner;Medische beeldvorming met magnetische resonantie tomograaf (NMR) - Imagerie médicale tomographe à resonance magnetique (RMN);;;;Programme de soins pathologie cardiaque A et P ;;;Zorgprogramma oncologische basiszorg - Programme de soins de base en oncologie;;Zorgprogramma voor kinderen - Programme de soins pour enfants;;;;;;Intensieve Zorgen - Soins Intensifs;Lokale neonatale zorgen - Soins néonatals locaux;;;Gespecialiseerde Spoedgevallenzorg - Soins Urgents Spécialisés;;Ziekenhuisbloedbank - Banque de sang hospitalière;Palliatieve zorgen - Soins Palliatifs;Chirurgische Daghospitalisatie - Hospitalisation Chirurgicale de Jour;;;Ombudsfunctie - Fonction de médiateur;;;;;;
723;SS;1770;CENTRE HOSPITALIER INTERREGIONAL EDITH CAVELL;BASILIQUE;RUE PANGAERT 37-47;1083;BRUXELLES--8;;;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Algemeen ziekenhuis - Hôpital général;;;;;;30;;;24;;;;;;;;;22;;;;;;;;;;;76;;;;;;;;;Programme de soins pathologie cardiaque A et P;;;Programme de soins de base en oncologie;;;;;;;;;;;;Première prise en charge des urgences - Eerste opvang van spoedgevallen;;;;Chirurgische Daghospitalisatie - Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;;Ombudsfunctie - Fonction de médiateur;;;;;;
723;SS;1760;CENTRE HOSPITALIER INTERREGIONAL EDITH CAVELL;BRAINE - L'ALLEUD;RUE WAYEZ 35;1420;BRAINE-L'ALLEUD;02/389.02.11;;F;W;Brabant Wallon;Brabant Wallon;Algemeen ziekenhuis - Hôpital général;;;;;60;85;30;15;24;;;;;;30;;;22;;;;;;;;;;;266;;;;Imagerie médicale avec scanner;;;;;Programme de soins pathologie cardiaque A et P;Programme de soins médecine de la reproduction B;;Programme de soins de base en oncologie;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;;Hospitalisation Chirurgicale de Jour;;;;;;;;;
724;SP;1910;CENTRE HOSPITALIER EPICURA;ATH;RUE MARIA THOMEE 1;7800;ATH;068/26.21.11;www.epicura.be;F;W;Hainaut;Ath - Soignies;Hôpital général;;;;;36;33;84;18;24;;;;;;20;;;;;;;;;;;;;;215;236;;Officine Hospitaliere;Imagerie médicale avec scanner;Imagerie médicale tomographe à resonance magnetique (RMN);;;;Programme de soins pathologie catdiaque A et P;;Programme de soins d'oncologie;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation chirurgicale de jour;;;;;;;;;
724;SS;3070;CENTRE HOSPITALIER EPICURA;BELOEIL;RUE D'ATH 19;7970;BELOEIL;069/68.27.11;;F;W;Hainaut;Ath - Soignies;Hôpital général ;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hospitalisation chirurgicale de jour;;;;;;;;;
900;SP;3890;PSYCHIATRISCH CENTRUM DR. GUISLAIN;DR. GUISLAIN;FRANCISCO FERRERLAAN 88 A;9000;GENT;09/216.33.11;www.guislain.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;30;11;;;;;;;;;;;;;;;;;;;27;58;27;1;;;20;174;313;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;SS;2230;PSYCHIATRISCH CENTRUM DR. GUISLAIN;SINT-ALFONS;ST.-JULIAANSTRAAT 1;9000;GENT;09/243.55.55;;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;;40;4;5;;;;;;;;;;;;;;;;;;;61;9;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;SS;3891;PSYCHIATRISCH CENTRUM DR. GUISLAIN;DE DEYNE;EBERGISTE DE DEYNESTRAAT 2;9000;GENT;09/385.77.62;;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;;;;;;;;;;;15;3;2;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
901;SP;2190;KLINIEK ST. JOZEF;;BOTERSTRAAT 6;8740;PITTEM;051/46.70.41;www.sintjozefpittem.be;N;V;West-Vlaanderen;Roeselare;Psychiatrisch ziekenhuis;Privaat;90;5;5;;;;;;;20;1;6;;;;;;;;;;60;5;5;;;;197;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
902;SP;2560;PSYCHIATRISCH CENTRUM ST.-AMEDEUS;;DEURNESTRAAT 252;2640;MORTSEL;03/440.68.50;www.amedeus.be;N;V;Antwerpen;Antwerpen;Psychiatrisch ziekenhuis;Privaat;90;10;5;;;;;;;;;;;;;;;;;;21;157;27;10;;;32;352;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
904;SP;3990;CENTRE PSYCHIATRIQUE ST.-BERNARD;;RUE JULES EMPAIN 43;7170;MANAGE;064/54.14.09;www.cp-st-bernard.be;F;W;Hainaut;La Louvière;Hôpital psychiatrique;Privé;90;5;1;;;;;;;;;;;;;;;;;;21;164;10;1;;;;292;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
905;SP;4020;HOPITAL PSYCHIATRIQUE ST.-CHARLES;;RUE DU CHAUCHOIR 45;7620;WEZ-VELVAIN;069/89.12.80;www.acis-group.org;F;W;Hainaut;Tournai - Mouscron;Hôpital psychiatrique;Privé;;;;;;;;;;;;;;;;;;;;;;60;;;;;;60;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
908;SP;4060;"CENTRE HOSPITALIER SPECIALISE  "" L'ACCUEIL""";;RUE DU DOYARD 15;4990;LIERNEUX;080/29.21.11;www.chsa.be;F;W;Liège;Verviers;Hôpital psychiatrique;Public;119;11;;;;;;;;;;;;;;;;;;;30;120;6;6;18;120;;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909;SP;4090;OPENBAAR PSYCHIATRISCH ZORGCENTRUM REKEM;;DAALBROEKSTRAAT 106;3621;REKEM;089/84.70.00;www.opzcrekem.be;N;V;Limburg;Hasselt - Genk;Psychiatrisch ziekenhuis;Openbaar;60;13;1;;;;;;;;;;;;;;;;;;;109;25;;;;80;288;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
911;SP;3950;PSYCHIATRISCH ZIEKENHUIS ST.-FRANCISCUS;;PENITENTENLAAN  7;9620;ZOTTEGEM;09/364.46.46;www.sint-franciscus.be;N;V;Oost-Vlaanderen;Oudenaarde;Psychiatrisch ziekenhuis;Privaat;;;;;;;;;;;;;;;;;;;;;;;43;;;;;43;163;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
911;SS;3951;PSYCHIATRISCH ZIEKENHUIS ST.-FRANCISCUS;;PENITENTENLAAN  22;9620;ZOTTEGEM;09/364.46.46;;N;V;Oost-Vlaanderen;Oudenaarde;Psychiatrisch ziekenhuis;Privaat;30;;;;;;;;;;;;;;;;;;;;25;60;;5;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
912;SP;4170;CENTRE NEUROLOGIQUE WILLIAM LENNOX;;ALLEE DE CLERLANDE 6;1340;OTTIGNIES;010/43.02.11;www.cnwl.be;F;W;Brabant Wallon;Brabant Wallon;Hôpital psychiatrique;Privé;60;;;;;;;;;56;7;;;;;;;;;;;45;;;;;;168;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centre d'expertsie pour les patients comateux (6 lits);;
914;SP;4180;KLINIEK DE PELGRIM;;SPIEGEL 15;9860;OOSTERZELE;09/362.69.11;www.kliniekdepelgrim.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;60;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;Associatie m.b.t. de gezamelijke exploitatie van de functie ziekenhuisapotheek met Psychiatrisch Centrum St. Jan te Eeklo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
915;SP;3740;"""LA PETITE MAISON"" A.C.I.S.";;RUE DES ACACIAS 10;1450;CHASTRE;010/65.39.50;;F;W;Brabant Wallon;Brabant Wallon;Hôpital psychiatrique;Privé;;;;;;;;;;60;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
916;SP;3750;"""LE BIVOUAC""";;SQUARE DES HEROS 5;1180;BRUXELLES;02/373.95.90;;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;;;;;;;;;;;;;;;;;;;;;;;20;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
918;SP;3930;PSYCHIATRISCH CENTRUM ST.HIERONYMUS;;DALSTRAAT 84;9100;SINT-NIKLAAS;03/776.00.41;www.hieronymus.be;N;V;Oost-Vlaanderen;Sint-Niklaas;Psychiatrisch ziekenhuis;Privaat;30;25;5;;;;;;;;;;;;;;;;;;;100;25;5;;;30;220;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
922;SP;3970;CLINIQUE NEUROPSYCHIATRIQUE BONSECOURS;;AVENUE DE LA BASILIQUE 16-18;7603;BONSECOURS;069/77.20.04;www.cliniquedebonsecours.be;F;W;Hainaut;Tournai - Mouscron;Hôpital psychiatrique;Privé;30;;;;;;;;;;;;;;;;;;;;;60;;;;;;90;;;Officine hospitalière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923;SP;2590;ASSOCIATION LE DOMAINE;;RUE JEAN LANNEAU 39;1420;BRAINE-L'ALLEUD;02/384.25.93;www.ulb.ac.be/assoc/chorus/domaine;F;W;Brabant Wallon;Brabant Wallon;Hôpital psychiatrique;Public;30;;;;;;;;;15;;;;;;;;;;;;98;;;;;;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
925;SP;4040;C.H.S. CLINIQUE NOTRE DAME DES ANGES ;CENTRE NEUROPSYCHIATRIQUE;RUE E. VANDERVELDE 67;4000;GLAIN;04/224.72.11;www.cnda.be;F;W;Liège;Liège;Hôpital psychiatrique;Privé;77;30;2;;;;;;;;;;;;;;;;;;;105;;;;;;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
926;SP;2640;CLINIQUE SANS SOUCI;;AVENUE DE L'EXPOSITION 218;1090;BRUXELLES--9;02/478.04.33;www.sans-souci.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;45;;;;;;;;;;;;;;;;;;;;;80;10;10;;;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
927;SP;3770;PARHELIE ASBL;;AVENUE JACQUES PASTUR 45;1180;BRUXELLES-18;02/373.82.10;;F;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;;;;;;;;;;10;24;;;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930;SP;3920;PSYCHIATRISCH ZIEKENHUIS SINT-CAMILLUS;;BEUKENLAAN 20;9051;SINT-DENIJS-WESTREM;09/222.58.94;www.sint-camillus.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Psychiatrisch ziekenhuis;Privaat;116;6;;;;;;;;;;;;;;;;;;;;44;16;2;;;;184;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
931;SP;4160;NAKUURHOME PAPIERMOLEKEN;;OUDE BAAN 293;3000;LEUVEN;016/23.89.60;www.papiermoleken.be;N;V;Vlaams-Brabant;Leuven;Psychiatrisch ziekenhuis;Privaat;;;;;;;;;;;;;;;;;;;;;;;20;30;;;;50;;;Ziekenhuisapotheek (geneesmiddelendepot);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
934;SP;3780;PSYCHO-SOCIAAL CENTRUM;;MECHELSESTRAAT 84;3000;LEUVEN;016/23.89.60;www.psc-leuven.be;N;V;Vlaams-Brabant;Leuven;Psychiatrisch ziekenhuis;Privaat;;30;30;;;;;;;;;;;;;;;;;;;;;;;;;60;;;Ziekenhuisapotheek (geneesmiddelendepot);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
935;SP;2130;"CLINIQUE "" LA RAMEE""";;AVENUE DE BOETENDAEL 34;1180;BRUXELLES-18;02/344.18.94;www.laramee.be;B;B;Brussel-Bruxelles;Bruxelles - Brussel;Psychiatrisch ziekenhuis - Hôpital psychiatrique;Privaat - Privé;85;;;;;;;;;15;;;;;;;;;;;;;;;;;;100;;;"Association ""Pharmapsygroupe Fond'Roy - La Ramée";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
936;SP;2510;PSYCHIATRISCH CENTRUM BROEDERS ALEXIANEN;;PROVINCIESTEENWEG 408;2530;BOECHOUT;03/455.75.31;www.alexianenboechout.be;N;V;Antwerpen;Lier;Psychiatrisch ziekenhuis;Privaat;63;20;5;;;;;;;;;;;;;;;;;;;124;22;5;;;;239;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
937;SP;2570;PSYCHIATRISCH ZIEKENHUIS BETHANIENHUIS;;ANDREAS VESALIUSLAAN 39;2980;ZOERSEL;03/380.30.11;www.pzbethanienhuis.be;N;V;Antwerpen;Voorkempen;Psychiatrisch ziekenhuis;Privaat;166;30;;;;;;;16;;;;;;;;;;;;21;215;60;19;;;50;577;621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
937;SS;2571;PSYCHIATRISCH ZIEKENHUIS BETHANIENHUIS;ELIM;JAGERSDREEF 100;2950;KAPELLEN;03/664.34.23;www.elim.be;N;V;Antwerpen;Antwerpen;Psychiatrisch ziekenhuis;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
938;SP;3790;"C.P.I.N. ""LES GOELANDS""";;RUE HAUTE 46;5190;SPY;071/78.79.04;;F;W;Namur;Namur - Dinant;Hôpital psychiatrique;Privé;;;;;;;;;;25;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
939;SP;2540;OPENBAAR PSYCHIATRISCH ZORGCENTRUM GEEL;;DR. SANODREEF 4;2440;GEEL;014/57.91.11;www.opzgeel.be;N;V;Antwerpen;Geel;Psychiatrisch ziekenhuis;Openbaar;75;30;;;;;;;;16;4;;;;;;;;;;;60;10;5;90;538;30;858;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
942;SP;2600;PSYCHIATRISCH  ZIEKENHUIS ST. ANNENDAEL;;VESTENSTRAAT 1;3290;DIEST;013/38.05.11;www.sad.be;N;V;Vlaams-Brabant;Diest - Tienen;Psychiatrisch ziekenhuis;Privaat;40;5;;;;;;;;;;;;;;;;;;;;40;43;20;;;30;178;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
943;SP;2610;UNIVERSITAIR CENTRUM ST.-JOZEF;KORTENBERG;LEUVENSESTEENWEG 517;3070;KORTENBERG;02/758.05.11;www.upckuleuven.be;N;V;Vlaams-Brabant;Leuven;Psychiatrisch ziekenhuis;Privaat;193;15;10;;;;;;;20;10;;;;;;;;;;52;151;33;27;;;;511;596;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
